amount,attemptCount,failureReason,priority,recommendedAction,recovered
11676.81,2,NETWORK_ERROR,HIGH,SEND_REMINDER,1
15819.91,3,TIMEOUT,CRITICAL,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
9738.43,3,UNKNOWN,CRITICAL,STOP,0
5169.04,1,INSUFFICIENT_FUNDS,LOW,ESCALATE_TO_HUMAN,0
19678.96,1,NETWORK_ERROR,MEDIUM,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
9149.74,5,UNKNOWN,HIGH,STOP,0
4063.88,1,DECLINED,CRITICAL,STOP,0
8799.73,3,NETWORK_ERROR,MEDIUM,SEND_REMINDER,1
15226.48,1,NETWORK_ERROR,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
10750.93,2,NETWORK_ERROR,CRITICAL,SEND_REMINDER,1
13239.91,1,NETWORK_ERROR,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
14419.48,3,DECLINED,MEDIUM,SEND_REMINDER,1
12112.86,3,UNKNOWN,HIGH,SEND_REMINDER,1
11118.83,3,TIMEOUT,MEDIUM,ESCALATE_TO_HUMAN,1
12364.3,2,NETWORK_ERROR,HIGH,ESCALATE_TO_HUMAN,1
4999.24,4,TIMEOUT,MEDIUM,ESCALATE_TO_HUMAN,0
17848.52,2,INSUFFICIENT_FUNDS,LOW,WAIT_AND_RETRY,1
6239.04,5,UNKNOWN,CRITICAL,ESCALATE_TO_HUMAN,0
2097.3,1,DECLINED,CRITICAL,ESCALATE_TO_HUMAN,1
17773.56,5,DECLINED,LOW,STOP,0
4182.06,4,DECLINED,HIGH,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
10200.43,4,DECLINED,MEDIUM,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
1639.4,4,TIMEOUT,CRITICAL,SEND_REMINDER,1
7129.98,3,TIMEOUT,HIGH,SEND_REMINDER,1
17566.84,1,UNKNOWN,MEDIUM,WAIT_AND_RETRY,1
16022.0,4,UNKNOWN,HIGH,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
9870.05,4,DECLINED,LOW,ESCALATE_TO_HUMAN,0
4648.28,3,INSUFFICIENT_FUNDS,CRITICAL,SEND_REMINDER,1
17087.57,5,UNKNOWN,MEDIUM,WAIT_AND_RETRY,0
7354.98,2,NETWORK_ERROR,MEDIUM,WAIT_AND_RETRY,1
11101.2,3,NETWORK_ERROR,HIGH,ESCALATE_TO_HUMAN,1
2918.52,4,INSUFFICIENT_FUNDS,MEDIUM,SEND_REMINDER,0
3415.91,1,TIMEOUT,LOW,STOP,1
13126.98,2,INSUFFICIENT_FUNDS,CRITICAL,ESCALATE_TO_HUMAN,0
4801.28,2,UNKNOWN,LOW,WAIT_AND_RETRY,0
5453.98,2,UNKNOWN,LOW,ESCALATE_TO_HUMAN,0
7441.72,2,TIMEOUT,MEDIUM,SEND_REMINDER,0
6577.01,2,INSUFFICIENT_FUNDS,LOW,STOP,0
1231.32,2,TIMEOUT,LOW,ESCALATE_TO_HUMAN,1
2732.59,5,INSUFFICIENT_FUNDS,HIGH,ESCALATE_TO_HUMAN,1
3585.39,1,TIMEOUT,MEDIUM,STOP,0
1434.77,4,TIMEOUT,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
15996.88,4,UNKNOWN,CRITICAL,STOP,0
12982.33,5,INSUFFICIENT_FUNDS,CRITICAL,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
8212.8,5,DECLINED,MEDIUM,WAIT_AND_RETRY,0
12035.98,3,INSUFFICIENT_FUNDS,LOW,STOP,0
7713.19,3,INSUFFICIENT_FUNDS,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
15031.2,2,DECLINED,MEDIUM,ESCALATE_TO_HUMAN,0
15831.43,2,INSUFFICIENT_FUNDS,CRITICAL,SEND_REMINDER,1
18020.02,4,INSUFFICIENT_FUNDS,CRITICAL,ESCALATE_TO_HUMAN,0
9357.57,2,DECLINED,MEDIUM,ESCALATE_TO_HUMAN,0
4982.78,2,NETWORK_ERROR,HIGH,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
9355.28,4,DECLINED,LOW,STOP,0
16439.77,5,DECLINED,LOW,ESCALATE_TO_HUMAN,0
6695.9,3,UNKNOWN,MEDIUM,WAIT_AND_RETRY,0
3004.19,5,INSUFFICIENT_FUNDS,LOW,WAIT_AND_RETRY,0
12650.42,3,NETWORK_ERROR,CRITICAL,ESCALATE_TO_HUMAN,1
12297.23,3,UNKNOWN,HIGH,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
16044.36,5,NETWORK_ERROR,CRITICAL,ESCALATE_TO_HUMAN,1
10328.04,5,UNKNOWN,LOW,SEND_REMINDER,0
7620.71,4,INSUFFICIENT_FUNDS,MEDIUM,SEND_REMINDER,0
4007.05,5,DECLINED,HIGH,ESCALATE_TO_HUMAN,0
975.87,1,TIMEOUT,MEDIUM,ESCALATE_TO_HUMAN,1
8410.02,2,DECLINED,HIGH,SEND_REMINDER,1
1417.94,1,INSUFFICIENT_FUNDS,CRITICAL,WAIT_AND_RETRY,1
18311.17,2,DECLINED,LOW,WAIT_AND_RETRY,0
16252.63,3,UNKNOWN,HIGH,ESCALATE_TO_HUMAN,0
5235.86,5,UNKNOWN,HIGH,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
13388.26,5,UNKNOWN,HIGH,STOP,0
4981.4,1,DECLINED,CRITICAL,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
10225.82,4,DECLINED,LOW,STOP,0
17276.21,1,TIMEOUT,MEDIUM,SEND_REMINDER,0
5049.89,2,NETWORK_ERROR,HIGH,ESCALATE_TO_HUMAN,1
8443.9,3,INSUFFICIENT_FUNDS,LOW,SEND_REMINDER,1
9675.36,1,INSUFFICIENT_FUNDS,LOW,ESCALATE_TO_HUMAN,1
8700.14,4,DECLINED,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
2452.71,2,DECLINED,CRITICAL,ESCALATE_TO_HUMAN,0
8165.82,2,INSUFFICIENT_FUNDS,MEDIUM,STOP,0
6788.61,5,INSUFFICIENT_FUNDS,CRITICAL,WAIT_AND_RETRY,1
1737.97,1,TIMEOUT,CRITICAL,ESCALATE_TO_HUMAN,0
18694.05,2,NETWORK_ERROR,LOW,ESCALATE_TO_HUMAN,1
2756.32,3,INSUFFICIENT_FUNDS,LOW,WAIT_AND_RETRY,1
6264.37,1,NETWORK_ERROR,LOW,WAIT_AND_RETRY,1
16446.45,2,TIMEOUT,CRITICAL,ESCALATE_TO_HUMAN,1
11908.07,5,UNKNOWN,LOW,STOP,0
1392.36,5,INSUFFICIENT_FUNDS,MEDIUM,STOP,0
12169.02,3,NETWORK_ERROR,CRITICAL,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
13928.68,4,INSUFFICIENT_FUNDS,HIGH,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
16311.3,4,TIMEOUT,HIGH,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
9279.61,2,NETWORK_ERROR,LOW,WAIT_AND_RETRY,1
2442.59,1,DECLINED,MEDIUM,SEND_REMINDER,0
5721.26,3,INSUFFICIENT_FUNDS,MEDIUM,ESCALATE_TO_HUMAN,1
2540.11,5,UNKNOWN,HIGH,SEND_REMINDER,0
13158.02,3,TIMEOUT,CRITICAL,SEND_REMINDER,1
1073.35,3,DECLINED,MEDIUM,ESCALATE_TO_HUMAN,0
19334.4,3,DECLINED,MEDIUM,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
14176.95,3,UNKNOWN,MEDIUM,WAIT_AND_RETRY,0
3367.16,3,DECLINED,LOW,ESCALATE_TO_HUMAN,0
6757.67,1,TIMEOUT,MEDIUM,STOP,0
19145.55,2,TIMEOUT,CRITICAL,WAIT_AND_RETRY,0
12667.61,3,UNKNOWN,HIGH,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
9707.69,5,TIMEOUT,MEDIUM,SEND_REMINDER,1
13207.45,5,INSUFFICIENT_FUNDS,CRITICAL,STOP,0
12288.03,5,TIMEOUT,CRITICAL,WAIT_AND_RETRY,1
14410.23,5,INSUFFICIENT_FUNDS,CRITICAL,WAIT_AND_RETRY,1
456.51,5,NETWORK_ERROR,CRITICAL,ESCALATE_TO_HUMAN,0
18290.69,5,UNKNOWN,MEDIUM,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
4535.7,3,INSUFFICIENT_FUNDS,LOW,SEND_REMINDER,0
11633.32,4,INSUFFICIENT_FUNDS,LOW,STOP,0
4513.84,4,TIMEOUT,CRITICAL,WAIT_AND_RETRY,1
19176.89,3,UNKNOWN,CRITICAL,WAIT_AND_RETRY,0
19056.69,3,UNKNOWN,LOW,ESCALATE_TO_HUMAN,0
4346.95,5,INSUFFICIENT_FUNDS,LOW,SEND_REMINDER,0
7841.63,3,TIMEOUT,MEDIUM,WAIT_AND_RETRY,1
1685.57,2,DECLINED,LOW,WAIT_AND_RETRY,1
15013.26,3,TIMEOUT,HIGH,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
18128.5,2,TIMEOUT,HIGH,WAIT_AND_RETRY,0
5846.69,5,UNKNOWN,LOW,WAIT_AND_RETRY,0
17477.1,1,TIMEOUT,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
2356.08,4,INSUFFICIENT_FUNDS,LOW,STOP,0
15612.8,4,UNKNOWN,LOW,ESCALATE_TO_HUMAN,0
5638.18,1,INSUFFICIENT_FUNDS,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
16151.38,5,INSUFFICIENT_FUNDS,LOW,STOP,0
15886.87,1,NETWORK_ERROR,MEDIUM,SEND_REMINDER,1
10489.53,5,TIMEOUT,CRITICAL,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
17084.77,4,NETWORK_ERROR,CRITICAL,SEND_REMINDER,1
12459.39,4,UNKNOWN,LOW,SEND_REMINDER,0
18682.54,4,UNKNOWN,CRITICAL,ESCALATE_TO_HUMAN,0
7440.53,1,NETWORK_ERROR,CRITICAL,SEND_REMINDER,1
7172.89,3,INSUFFICIENT_FUNDS,CRITICAL,WAIT_AND_RETRY,0
17253.94,1,TIMEOUT,LOW,STOP,0
15345.89,5,TIMEOUT,CRITICAL,ESCALATE_TO_HUMAN,0
11076.93,3,NETWORK_ERROR,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
10787.92,4,INSUFFICIENT_FUNDS,LOW,WAIT_AND_RETRY,1
6074.08,2,INSUFFICIENT_FUNDS,CRITICAL,SEND_REMINDER,1
17009.77,1,UNKNOWN,HIGH,WAIT_AND_RETRY,1
14798.71,4,NETWORK_ERROR,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
14264.83,2,UNKNOWN,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
19495.32,3,INSUFFICIENT_FUNDS,LOW,SEND_REMINDER,0
11686.34,1,TIMEOUT,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
15236.62,5,NETWORK_ERROR,HIGH,STOP,0
2098.67,4,NETWORK_ERROR,HIGH,ESCALATE_TO_HUMAN,1
6732.0,1,TIMEOUT,LOW,WAIT_AND_RETRY,0
11807.25,1,DECLINED,LOW,ESCALATE_TO_HUMAN,0
8179.17,1,INSUFFICIENT_FUNDS,MEDIUM,STOP,0
17910.99,2,NETWORK_ERROR,HIGH,SEND_REMINDER,1
18371.45,1,NETWORK_ERROR,CRITICAL,SEND_REMINDER,1
2620.56,5,TIMEOUT,CRITICAL,WAIT_AND_RETRY,0
17513.95,5,TIMEOUT,CRITICAL,STOP,0
8651.49,5,DECLINED,MEDIUM,STOP,0
2810.59,5,DECLINED,HIGH,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
17137.19,1,DECLINED,HIGH,STOP,0
19558.54,4,UNKNOWN,MEDIUM,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
11574.66,5,NETWORK_ERROR,MEDIUM,SEND_REMINDER,0
4694.03,2,NETWORK_ERROR,LOW,ESCALATE_TO_HUMAN,1
4440.9,1,UNKNOWN,LOW,SEND_REMINDER,0
16616.42,1,DECLINED,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
2973.24,1,INSUFFICIENT_FUNDS,HIGH,ESCALATE_TO_HUMAN,1
10425.43,3,DECLINED,MEDIUM,SEND_REMINDER,1
7128.25,2,DECLINED,CRITICAL,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
5117.01,4,DECLINED,MEDIUM,WAIT_AND_RETRY,0
16690.43,4,UNKNOWN,HIGH,SEND_REMINDER,0
17638.0,2,INSUFFICIENT_FUNDS,HIGH,SEND_REMINDER,1
373.98,5,NETWORK_ERROR,CRITICAL,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
4563.88,2,INSUFFICIENT_FUNDS,CRITICAL,ESCALATE_TO_HUMAN,1
9658.97,4,TIMEOUT,LOW,SEND_REMINDER,0
7753.17,5,UNKNOWN,MEDIUM,WAIT_AND_RETRY,1
7479.6,3,NETWORK_ERROR,HIGH,STOP,0
14953.42,1,NETWORK_ERROR,LOW,SEND_REMINDER,0
5116.77,2,UNKNOWN,MEDIUM,ESCALATE_TO_HUMAN,0
167.08,1,INSUFFICIENT_FUNDS,CRITICAL,STOP,1
9672.28,2,NETWORK_ERROR,HIGH,ESCALATE_TO_HUMAN,1
16111.4,5,TIMEOUT,CRITICAL,STOP,0
7202.06,4,DECLINED,MEDIUM,SEND_REMINDER,0
17170.15,3,DECLINED,MEDIUM,STOP,0
4628.8,5,NETWORK_ERROR,LOW,WAIT_AND_RETRY,1
2826.22,4,NETWORK_ERROR,MEDIUM,ESCALATE_TO_HUMAN,1
19919.53,1,NETWORK_ERROR,CRITICAL,SEND_REMINDER,1
4369.22,3,NETWORK_ERROR,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
11791.24,1,INSUFFICIENT_FUNDS,CRITICAL,SEND_REMINDER,1
18478.99,5,NETWORK_ERROR,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
10784.13,2,NETWORK_ERROR,CRITICAL,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
13180.21,1,DECLINED,MEDIUM,ESCALATE_TO_HUMAN,0
2091.86,5,UNKNOWN,MEDIUM,STOP,0
8599.4,3,INSUFFICIENT_FUNDS,CRITICAL,STOP,0
635.3,1,UNKNOWN,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
16464.05,2,NETWORK_ERROR,MEDIUM,SEND_REMINDER,0
4033.13,3,DECLINED,LOW,ESCALATE_TO_HUMAN,1
2776.85,1,TIMEOUT,HIGH,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
8693.27,1,TIMEOUT,CRITICAL,ESCALATE_TO_HUMAN,1
7553.26,5,TIMEOUT,CRITICAL,WAIT_AND_RETRY,1
3234.93,1,TIMEOUT,CRITICAL,WAIT_AND_RETRY,1
14023.78,2,INSUFFICIENT_FUNDS,HIGH,ESCALATE_TO_HUMAN,1
19944.63,5,UNKNOWN,MEDIUM,ESCALATE_TO_HUMAN,0
12257.88,4,INSUFFICIENT_FUNDS,HIGH,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
18531.64,1,TIMEOUT,CRITICAL,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
10755.41,1,UNKNOWN,LOW,SEND_REMINDER,0
4671.78,5,NETWORK_ERROR,CRITICAL,ESCALATE_TO_HUMAN,0
11655.18,2,NETWORK_ERROR,MEDIUM,STOP,0
15998.96,2,NETWORK_ERROR,LOW,SEND_REMINDER,1
1763.0,5,UNKNOWN,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
11023.26,2,NETWORK_ERROR,CRITICAL,ESCALATE_TO_HUMAN,0
4185.48,2,NETWORK_ERROR,MEDIUM,STOP,1
8500.24,5,NETWORK_ERROR,HIGH,ESCALATE_TO_HUMAN,1
5598.59,3,NETWORK_ERROR,LOW,WAIT_AND_RETRY,1
15528.55,1,NETWORK_ERROR,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
14869.74,5,NETWORK_ERROR,LOW,SEND_REMINDER,0
16126.93,4,UNKNOWN,HIGH,WAIT_AND_RETRY,0
14994.59,5,NETWORK_ERROR,MEDIUM,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
13476.35,5,INSUFFICIENT_FUNDS,HIGH,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
10960.93,2,UNKNOWN,CRITICAL,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
18214.05,1,TIMEOUT,MEDIUM,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
15787.37,3,DECLINED,CRITICAL,WAIT_AND_RETRY,0
9399.52,1,UNKNOWN,LOW,WAIT_AND_RETRY,0
17727.28,4,INSUFFICIENT_FUNDS,HIGH,WAIT_AND_RETRY,0
10366.23,5,TIMEOUT,CRITICAL,ESCALATE_TO_HUMAN,0
4792.46,2,INSUFFICIENT_FUNDS,MEDIUM,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
1075.06,3,TIMEOUT,CRITICAL,WAIT_AND_RETRY,1
883.58,4,NETWORK_ERROR,CRITICAL,SEND_REMINDER,1
12081.84,5,UNKNOWN,CRITICAL,STOP,0
19974.95,5,UNKNOWN,MEDIUM,SEND_REMINDER,1
5429.43,1,NETWORK_ERROR,CRITICAL,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
2572.86,5,UNKNOWN,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
5247.37,2,UNKNOWN,CRITICAL,ESCALATE_TO_HUMAN,0
5055.41,2,DECLINED,MEDIUM,STOP,0
8054.2,2,TIMEOUT,LOW,SEND_REMINDER,1
12419.59,3,TIMEOUT,HIGH,ESCALATE_TO_HUMAN,1
512.12,4,TIMEOUT,HIGH,STOP,0
2171.45,3,NETWORK_ERROR,CRITICAL,WAIT_AND_RETRY,1
5903.34,4,TIMEOUT,HIGH,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
17338.84,1,TIMEOUT,CRITICAL,SEND_REMINDER,1
7444.05,5,TIMEOUT,HIGH,SEND_REMINDER,0
18237.52,1,NETWORK_ERROR,CRITICAL,ESCALATE_TO_HUMAN,1
15862.67,3,UNKNOWN,LOW,SEND_REMINDER,0
7430.6,5,UNKNOWN,MEDIUM,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
19452.27,4,UNKNOWN,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
13767.87,1,INSUFFICIENT_FUNDS,MEDIUM,SEND_REMINDER,0
4257.85,3,TIMEOUT,HIGH,STOP,1
14206.67,4,TIMEOUT,MEDIUM,WAIT_AND_RETRY,1
14254.98,4,UNKNOWN,CRITICAL,WAIT_AND_RETRY,0
12168.48,2,TIMEOUT,LOW,SEND_REMINDER,1
2780.67,3,TIMEOUT,LOW,ESCALATE_TO_HUMAN,0
14494.88,1,UNKNOWN,CRITICAL,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
1996.63,5,DECLINED,LOW,WAIT_AND_RETRY,0
4253.2,1,NETWORK_ERROR,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
2329.09,2,UNKNOWN,LOW,SEND_REMINDER,0
6743.65,4,INSUFFICIENT_FUNDS,HIGH,STOP,0
14523.08,4,NETWORK_ERROR,MEDIUM,ESCALATE_TO_HUMAN,1
15862.44,2,NETWORK_ERROR,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
16189.42,5,UNKNOWN,HIGH,WAIT_AND_RETRY,0
4594.3,4,UNKNOWN,CRITICAL,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
11772.49,4,TIMEOUT,MEDIUM,SEND_REMINDER,0
12170.71,5,TIMEOUT,LOW,SEND_REMINDER,0
6770.31,4,NETWORK_ERROR,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
13938.8,3,TIMEOUT,CRITICAL,WAIT_AND_RETRY,0
12646.51,3,TIMEOUT,CRITICAL,ESCALATE_TO_HUMAN,1
19329.13,1,UNKNOWN,LOW,WAIT_AND_RETRY,0
8587.67,1,NETWORK_ERROR,MEDIUM,WAIT_AND_RETRY,1
4143.33,4,DECLINED,LOW,WAIT_AND_RETRY,0
13729.67,1,INSUFFICIENT_FUNDS,MEDIUM,WAIT_AND_RETRY,0
15375.13,3,INSUFFICIENT_FUNDS,HIGH,WAIT_AND_RETRY,0
10230.61,2,DECLINED,LOW,ESCALATE_TO_HUMAN,0
9756.88,5,TIMEOUT,MEDIUM,STOP,0
5878.98,1,NETWORK_ERROR,MEDIUM,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
198.68,5,DECLINED,MEDIUM,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
9590.05,5,UNKNOWN,MEDIUM,ESCALATE_TO_HUMAN,1
4751.57,3,UNKNOWN,LOW,WAIT_AND_RETRY,1
7474.2,1,UNKNOWN,LOW,STOP,0
11332.79,1,INSUFFICIENT_FUNDS,HIGH,STOP,1
413.89,4,INSUFFICIENT_FUNDS,MEDIUM,ESCALATE_TO_HUMAN,0
14152.62,5,DECLINED,CRITICAL,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
12870.81,5,DECLINED,LOW,STOP,0
10751.77,3,UNKNOWN,CRITICAL,STOP,0
6674.04,1,INSUFFICIENT_FUNDS,LOW,STOP,0
11432.68,2,TIMEOUT,MEDIUM,WAIT_AND_RETRY,1
15628.67,2,INSUFFICIENT_FUNDS,MEDIUM,ESCALATE_TO_HUMAN,1
11240.99,1,DECLINED,LOW,STOP,0
8020.08,1,DECLINED,CRITICAL,WAIT_AND_RETRY,0
3560.9,2,INSUFFICIENT_FUNDS,MEDIUM,STOP,0
6582.98,5,INSUFFICIENT_FUNDS,MEDIUM,STOP,0
17951.61,1,INSUFFICIENT_FUNDS,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
17756.93,1,TIMEOUT,CRITICAL,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
16111.25,2,DECLINED,HIGH,STOP,0
8739.5,3,NETWORK_ERROR,CRITICAL,STOP,1
8197.81,1,TIMEOUT,LOW,STOP,1
8576.48,2,TIMEOUT,HIGH,STOP,1
18484.14,1,INSUFFICIENT_FUNDS,MEDIUM,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
3064.15,5,INSUFFICIENT_FUNDS,HIGH,WAIT_AND_RETRY,0
16667.35,2,DECLINED,MEDIUM,WAIT_AND_RETRY,1
17058.93,4,UNKNOWN,CRITICAL,ESCALATE_TO_HUMAN,1
1197.5,4,UNKNOWN,MEDIUM,WAIT_AND_RETRY,1
3947.32,5,INSUFFICIENT_FUNDS,LOW,WAIT_AND_RETRY,0
7566.31,1,UNKNOWN,HIGH,WAIT_AND_RETRY,1
12170.02,3,NETWORK_ERROR,CRITICAL,ESCALATE_TO_HUMAN,0
17271.68,5,TIMEOUT,CRITICAL,ESCALATE_TO_HUMAN,0
1100.95,3,TIMEOUT,HIGH,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
9955.85,4,UNKNOWN,HIGH,ESCALATE_TO_HUMAN,1
14314.88,4,TIMEOUT,CRITICAL,ESCALATE_TO_HUMAN,0
11966.61,3,NETWORK_ERROR,LOW,ESCALATE_TO_HUMAN,0
16537.52,4,NETWORK_ERROR,MEDIUM,STOP,0
12075.78,3,NETWORK_ERROR,CRITICAL,STOP,0
5329.7,2,TIMEOUT,MEDIUM,ESCALATE_TO_HUMAN,1
18751.11,3,INSUFFICIENT_FUNDS,MEDIUM,SEND_REMINDER,1
19224.18,1,DECLINED,LOW,ESCALATE_TO_HUMAN,1
17005.96,2,NETWORK_ERROR,LOW,STOP,1
7658.61,2,DECLINED,MEDIUM,STOP,0
6423.34,4,DECLINED,HIGH,ESCALATE_TO_HUMAN,0
4443.25,1,UNKNOWN,HIGH,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
1078.77,2,UNKNOWN,HIGH,WAIT_AND_RETRY,1
7972.21,5,NETWORK_ERROR,LOW,ESCALATE_TO_HUMAN,1
19899.08,2,DECLINED,MEDIUM,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
8027.36,5,NETWORK_ERROR,MEDIUM,ESCALATE_TO_HUMAN,0
10043.2,5,TIMEOUT,MEDIUM,WAIT_AND_RETRY,1
3313.39,1,DECLINED,MEDIUM,WAIT_AND_RETRY,0
5295.86,4,TIMEOUT,HIGH,ESCALATE_TO_HUMAN,0
13766.91,4,TIMEOUT,CRITICAL,SEND_REMINDER,0
10833.26,1,UNKNOWN,MEDIUM,STOP,0
6436.99,1,INSUFFICIENT_FUNDS,MEDIUM,STOP,0
19199.37,1,DECLINED,CRITICAL,ESCALATE_TO_HUMAN,0
19889.91,4,DECLINED,LOW,ESCALATE_TO_HUMAN,0
9979.64,4,UNKNOWN,MEDIUM,WAIT_AND_RETRY,0
144.8,5,TIMEOUT,LOW,SEND_REMINDER,1
12620.58,3,TIMEOUT,LOW,ESCALATE_TO_HUMAN,0
13225.15,1,INSUFFICIENT_FUNDS,CRITICAL,WAIT_AND_RETRY,1
8158.2,2,NETWORK_ERROR,MEDIUM,WAIT_AND_RETRY,0
2861.01,5,DECLINED,CRITICAL,STOP,0
11194.78,5,INSUFFICIENT_FUNDS,MEDIUM,ESCALATE_TO_HUMAN,0
10882.97,5,NETWORK_ERROR,MEDIUM,SEND_REMINDER,0
851.98,3,NETWORK_ERROR,MEDIUM,STOP,1
14411.86,3,UNKNOWN,HIGH,SEND_REMINDER,1
12151.39,5,UNKNOWN,LOW,WAIT_AND_RETRY,0
9092.09,5,UNKNOWN,CRITICAL,WAIT_AND_RETRY,0
8883.97,3,TIMEOUT,MEDIUM,STOP,0
7870.87,2,UNKNOWN,MEDIUM,WAIT_AND_RETRY,0
9094.93,4,NETWORK_ERROR,LOW,ESCALATE_TO_HUMAN,1
10690.73,4,UNKNOWN,MEDIUM,STOP,0
8785.65,4,TIMEOUT,MEDIUM,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
4003.46,1,UNKNOWN,HIGH,STOP,1
12906.63,2,INSUFFICIENT_FUNDS,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,0
13305.05,3,DECLINED,CRITICAL,STOP,0
9187.05,1,NETWORK_ERROR,LOW,SEND_REMINDER,1
10881.22,3,INSUFFICIENT_FUNDS,HIGH,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
10519.34,4,UNKNOWN,CRITICAL,SEND_REMINDER,1
16546.72,5,INSUFFICIENT_FUNDS,MEDIUM,SEND_REMINDER,0
2748.65,5,UNKNOWN,HIGH,ESCALATE_TO_HUMAN,0
4521.72,2,UNKNOWN,LOW,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
5288.5,3,TIMEOUT,HIGH,ESCALATE_TO_HUMAN,1
18905.99,4,TIMEOUT,MEDIUM,ESCALATE_TO_HUMAN,0
4510.88,2,INSUFFICIENT_FUNDS,HIGH,WAIT_AND_RETRY,1
19829.44,5,NETWORK_ERROR,CRITICAL,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
19037.4,4,UNKNOWN,HIGH,ESCALATE_TO_HUMAN,0
11217.83,1,UNKNOWN,HIGH,ESCALATE_TO_HUMAN,0
5817.36,3,TIMEOUT,LOW,SEND_REMINDER,1
12501.29,5,UNKNOWN,LOW,WAIT_AND_RETRY,0
12020.12,2,NETWORK_ERROR,MEDIUM,STOP,0
6738.94,2,INSUFFICIENT_FUNDS,LOW,WAIT_AND_RETRY,0
4282.7,3,NETWORK_ERROR,HIGH,OFFER_ALTERNATIVE_PAYMENT_METHOD,1
6602.68,3,TIMEOUT,LOW,SEND_REMINDER,0
